Quarter,Product,Wafers
Q1 98,23C,500.0
Q1 98,23C,500.0
Q1 98,23C,905.0
Q1 98,23C,1465.0
Q1 98,23C,2020.0
Q1 98,23C,2090.0
Q1 98,23C,2650.0
Q1 98,23C,500.0
Q1 98,23C,500.0
Q1 98,23C,500.0
Q1 98,23C,500.0
Q1 98,23C,500.0
Q2 98,23C,500.0
Q2 98,23C,500.0
Q2 98,23C,500.0
Q2 98,23C,500.0
Q2 98,23C,500.0
Q2 98,23C,500.0
Q2 98,23C,500.0
Q2 98,23C,500.0
Q2 98,23C,500.0
Q2 98,23C,500.0
Q2 98,23C,500.0
Q2 98,23C,500.0
Q2 98,23C,500.0
Q3 98,23C,500.0
Q3 98,23C,500.0
Q3 98,23C,500.0
Q3 98,23C,500.0
Q3 98,23C,500.0
Q3 98,23C,500.0
Q3 98,23C,500.0
Q3 98,23C,500.0
Q3 98,23C,500.0
Q3 98,23C,500.0
Q3 98,23C,500.0
Q3 98,23C,500.0
Q3 98,23C,500.0
Q4 98,23C,500.0
Q4 98,23C,500.0
Q4 98,23C,500.0
Q4 98,23C,500.0
Q4 98,23C,500.0
Q4 98,23C,500.0
Q4 98,23C,500.0
Q4 98,23C,500.0
Q4 98,23C,500.0
Q4 98,23C,500.0
Q4 98,23C,500.0
Q4 98,23C,500.0
Q4 98,23C,500.0
Q1 99,23C,2800.0
Q1 99,23C,3600.0
Q1 99,23C,4400.0
Q1 99,23C,4570.0
Q1 99,23C,3718.0
Q1 99,23C,3169.0
Q1 99,23C,4501.0
Q1 99,23C,4700.0
Q1 99,23C,4700.0
Q1 99,23C,4700.0
Q1 99,23C,4700.0
Q1 99,23C,4700.0
Q1 99,23C,4700.0
Q2 99,23C,3700.0
Q2 99,23C,3700.0
Q2 99,23C,3700.0
Q2 99,23C,3700.0
Q2 99,23C,3700.0
Q2 99,23C,3700.0
Q2 99,23C,3700.0
Q2 99,23C,3700.0
Q2 99,23C,3700.0
Q2 99,23C,3700.0
Q2 99,23C,3700.0
Q2 99,23C,3700.0
Q2 99,23C,3700.0
Q3 99,23C,3500.0
Q3 99,23C,3500.0
Q3 99,23C,3500.0
Q3 99,23C,3500.0
Q3 99,23C,3500.0
Q3 99,23C,3500.0
Q3 99,23C,3500.0
Q3 99,23C,3500.0
Q3 99,23C,3500.0
Q3 99,23C,3500.0
Q3 99,23C,3500.0
Q3 99,23C,3500.0
Q3 99,23C,3500.0
Q4 99,23C,5000.0
Q4 99,23C,5000.0
Q4 99,23C,5000.0
Q4 99,23C,5000.0
Q4 99,23C,5000.0
Q4 99,23C,4800.0
Q4 99,23C,4800.0
Q4 99,23C,4800.0
Q4 99,23C,4660.0
Q4 99,23C,4110.0
Q4 99,23C,4005.0
Q4 99,23C,3360.0
Q4 99,23C,2855.0
Q1 00,23C,500.0
Q1 00,23C,500.0
Q1 00,23C,500.0
Q1 00,23C,500.0
Q1 00,23C,500.0
Q1 00,23C,500.0
Q1 00,23C,500.0
Q1 00,23C,500.0
Q1 00,23C,500.0
Q1 00,23C,500.0
Q1 00,23C,500.0
Q1 00,23C,500.0
Q1 00,23C,500.0
Q2 00,23C,500.0
Q2 00,23C,500.0
Q2 00,23C,500.0
Q2 00,23C,500.0
Q2 00,23C,500.0
Q2 00,23C,500.0
Q2 00,23C,500.0
Q2 00,23C,500.0
Q2 00,23C,500.0
Q2 00,23C,500.0
Q2 00,23C,500.0
Q2 00,23C,500.0
Q2 00,23C,500.0
Q3 00,23C,500.0
Q3 00,23C,500.0
Q3 00,23C,500.0
Q3 00,23C,500.0
Q3 00,23C,500.0
Q3 00,23C,500.0
Q3 00,23C,500.0
Q3 00,23C,500.0
Q3 00,23C,500.0
Q3 00,23C,500.0
Q3 00,23C,500.0
Q3 00,23C,500.0
Q3 00,23C,500.0
Q4 00,23C,500.0
Q4 00,23C,2800.0
Q4 00,23C,3600.0
Q4 00,23C,4400.0
Q4 00,23C,4570.0
Q4 00,23C,3718.0
Q4 00,23C,3169.0
Q4 00,23C,4501.0
Q4 00,23C,4700.0
Q4 00,23C,4700.0
Q4 00,23C,4700.0
Q4 00,23C,4700.0
Q4 00,23C,4700.0
Q1 01,23C,3700.0
Q1 01,23C,3700.0
Q1 01,23C,3700.0
Q1 01,23C,3700.0
Q1 01,23C,3700.0
Q1 01,23C,3700.0
Q1 01,23C,3700.0
Q1 01,23C,3700.0
Q1 01,23C,3700.0
Q1 01,23C,3700.0
Q1 01,23C,3700.0
Q1 01,23C,3700.0
Q1 01,23C,3700.0
Q2 01,23C,3500.0
Q2 01,23C,3500.0
Q2 01,23C,3500.0
Q2 01,23C,3500.0
Q2 01,23C,3500.0
Q2 01,23C,3500.0
Q2 01,23C,3500.0
Q2 01,23C,3500.0
Q2 01,23C,3500.0
Q2 01,23C,3500.0
Q2 01,23C,3500.0
Q2 01,23C,3500.0
Q2 01,23C,3500.0
Q3 01,23C,5000.0
Q3 01,23C,5000.0
Q3 01,23C,5000.0
Q3 01,23C,5000.0
Q3 01,23C,5000.0
Q3 01,23C,4800.0
Q3 01,23C,4800.0
Q3 01,23C,4800.0
Q3 01,23C,4660.0
Q3 01,23C,4110.0
Q3 01,23C,4005.0
Q3 01,23C,3360.0
Q3 01,23C,2855.0
Q4 01,23C,2305.0
Q4 01,23C,1760.0
Q4 01,23C,1245.0
Q4 01,23C,1197.0
Q4 01,23C,1117.0
Q4 01,23C,570.0
Q4 01,23C,500.0
Q4 01,23C,500.0
Q4 01,23C,500.0
Q4 01,23C,500.0
Q4 01,23C,500.0
Q4 01,23C,500.0
Q4 01,23C,500.0
Q1 02,23C,3700.0
Q1 02,23C,3700.0
Q1 02,23C,3700.0
Q1 02,23C,3700.0
Q1 02,23C,3700.0
Q1 02,23C,3700.0
Q1 02,23C,3700.0
Q1 02,23C,3700.0
Q1 02,23C,3700.0
Q1 02,23C,3700.0
Q1 02,23C,3700.0
Q1 02,23C,3700.0
Q1 02,23C,3700.0
Q2 02,23C,3500.0
Q2 02,23C,3500.0
Q2 02,23C,3500.0
Q2 02,23C,3500.0
Q2 02,23C,3500.0
Q2 02,23C,3500.0
Q2 02,23C,3500.0
Q2 02,23C,3500.0
Q2 02,23C,3500.0
Q2 02,23C,3500.0
Q2 02,23C,3500.0
Q2 02,23C,3500.0
Q2 02,23C,3500.0
Q3 02,23C,5000.0
Q3 02,23C,5000.0
Q3 02,23C,5000.0
Q3 02,23C,5000.0
Q3 02,23C,5000.0
Q3 02,23C,4800.0
Q3 02,23C,4800.0
Q3 02,23C,4800.0
Q3 02,23C,4660.0
Q3 02,23C,4110.0
Q3 02,23C,4005.0
Q3 02,23C,3360.0
Q3 02,23C,2855.0
Q4 02,23C,2305.0
Q4 02,23C,1760.0
Q4 02,23C,1245.0
Q4 02,23C,1197.0
Q4 02,23C,1117.0
Q4 02,23C,570.0
Q4 02,23C,500.0
Q4 02,23C,500.0
Q4 02,23C,500.0
Q4 02,23C,500.0
Q4 02,23C,500.0
Q4 02,23C,500.0
Q4 02,23C,500.0
Q1 03,23C,3700.0
Q1 03,23C,3700.0
Q1 03,23C,3700.0
Q1 03,23C,3700.0
Q1 03,23C,3700.0
Q1 03,23C,3700.0
Q1 03,23C,3700.0
Q1 03,23C,3700.0
Q1 03,23C,3700.0
Q1 03,23C,3700.0
Q1 03,23C,3700.0
Q1 03,23C,3700.0
Q1 03,23C,3700.0
Q2 03,23C,3500.0
Q2 03,23C,3500.0
Q2 03,23C,3500.0
Q2 03,23C,3500.0
Q2 03,23C,3500.0
Q2 03,23C,3500.0
Q2 03,23C,3500.0
Q2 03,23C,3500.0
Q2 03,23C,3500.0
Q2 03,23C,3500.0
Q2 03,23C,3500.0
Q2 03,23C,3500.0
Q2 03,23C,3500.0
Q3 03,23C,5000.0
Q3 03,23C,5000.0
Q3 03,23C,5000.0
Q3 03,23C,5000.0
Q3 03,23C,5000.0
Q3 03,23C,4800.0
Q3 03,23C,4800.0
Q3 03,23C,4800.0
Q3 03,23C,4660.0
Q3 03,23C,4110.0
Q3 03,23C,4005.0
Q3 03,23C,3360.0
Q3 03,23C,2855.0
Q4 03,23C,2305.0
Q4 03,23C,1760.0
Q4 03,23C,1245.0
Q4 03,23C,1197.0
Q4 03,23C,1117.0
Q4 03,23C,570.0
Q4 03,23C,500.0
Q4 03,23C,500.0
Q4 03,23C,500.0
Q4 03,23C,500.0
Q4 03,23C,500.0
Q4 03,23C,500.0
Q4 03,23C,500.0
